"LOA DATE",PRODUCT,MODEL,"PRIMARY VIOLATION",CITATION,"ACTION REQUESTED",FIRM,"ADDRESS 1","ADDRESS 2","FOREIGN MFG","LOT SIZE",COUNTRY
"December 2014","TOY SAFARI ANIMALS, 6 ASST'D",207578,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Correct Future Production","GREENBRIER INTERNATIONAL, INC","500 VOLVO PARKWAY","CHESAPEAKE, VA 23320","TOY-MATE MANUFACTORY",12576,CHINA
"December 2014","OCTOPUS PLUSH TOY","OCTOPUS, SMALL","Third Party Certificate Violation","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production",TENTA.CO,"16 CLANSMAN BLVD.","NORTH YORK, ON, CANADA, M2H 1",,510,CHINA
"December 2014","GIRL'S DONNA SECRET HOODED JAC",6912358748838,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","BRITTANY KINNEY","2627 GREENBRIAR LANE","WOOSTER, OH 44691","HK HD INDUSTRIAL & TRADING CO LTD",55,CHINA
"December 2014","ALPACA TOY TIRED MOUSE",278,"Third Party Certificate Violation","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","WHOLESALE ALPACA PRODUCTS, LLC","441 CARBONDALE ROAD","CLARKS SUMMIT, PA 18411","CLASSIC ALPACA SAC",12,PERU
"December 2014","ALPACA TOY TIRED BEAR",1993,"Third Party Certificate Violation","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","WHOLESALE ALPACA PRODUCTS, LLC","441 CARBONDALE ROAD","CLARKS SUMMIT, PA 18411","CLASSIC ALPACA SAC",8,PERU
"December 2014","ALPACA FINGER PUPPET",6190,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Stop Sale and Correct Future Production","WHOLESALE ALPACA PRODUCTS, LLC","441 CARBONDALE ROAD","CLARKS SUMMIT, PA 18411","CLASSIC ALPACA SAC",400,PERU
"December 2014","ALPACA FINGER PUPPET",6189,"Third Party Certificate Violation","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","WHOLESALE ALPACA PRODUCTS, LLC","441 CARBONDALE ROAD","CLARKS SUMMIT, PA 18411","CLASSIC ALPACA SAC",75,PERU
"December 2014","DOLL BUGGY WITH COLOR BOX",GRN-901THR,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","UNIK TOYZ TRADING INC","316 EAST 4TH STREET","LOS ANGELES, CA 90013","TECHWAY INTERNATIONAL INC.",330,CHINA
"December 2014","POLICE SERIES",CAR14N-01144,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FARMACIA CARIDAD","PO BOX 4218","BAYAMON, PR 00958","ALLIANCE (HK) ENTERPRISE LIMITED",96,CHINA
"December 2014","POLICE SERIES",CAR14N-01144,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FARMACIA CARIDAD","PO BOX 4218","BAYAMON, PR 00958","ALLIANCE (HK) ENTERPRISE LIMITED",240,CHINA
"December 2014","POLICE SERIES",CAR14N-01144,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FARMACIA CARIDAD","PO BOX 4218","BAYAMON, PR 00958","ALLIANCE (HK) ENTERPRISE LIMITED",240,CHINA
"December 2014","POLICE SERIES",CAR14N-01144,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FARMACIA CARIDAD","PO BOX 4218","BAYAMON, PR 00958","ALLIANCE (HK) ENTERPRISE LIMITED",360,CHINA
"December 2014","POLICE SERIES",CAR14N-01144,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FARMACIA CARIDAD","PO BOX 4218","BAYAMON, PR 00958","ALLIANCE (HK) ENTERPRISE LIMITED",144,CHINA
"December 2014","POLICE SERIES",CAR14N-01144,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FARMACIA CARIDAD","PO BOX 4218","BAYAMON, PR 00958","ALLIANCE (HK) ENTERPRISE LIMITED",768,CHINA
"December 2014","LIGHT AND MUSIC TOY",24409A,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","EVERBRIGHT TRADING INC","72 VAN DAM ST","BROOKLYN, NY 11222","CHINA REDFOREST HOLDING GROUP CO.,LTD.",2160,CHINA
"December 2014","TOY BEAUTY SET",PL351122/M869-2,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","EVERBRIGHT TRADING INC","1177B FLUSHING AVE","BROOKLYN, NY 11237","PINE LONG INTERNATIONAL LIMITED",168,CHINA
"December 2014","R/C CAR",PL065467/6888A,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","EVERBRIGHT TRADING INC","1177B FLUSHING AVE","BROOKLYN, NY 11237","PINE LONG INTERNATIONAL LIMITED",300,CHINA
"December 2014","SWEATER KNIT DRESS TANGO RED",OF14IG004,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ZULILY, INC","2200 FIRST AVENUE SOUTH","SEATTLE, WA 98134","ORIENT INTER'L HOLDING",8,CHINA
"December 2014","FR. TERRY TUNIC BLUE DANUBE",OF14IG008,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ZULILY, INC","2200 FIRST AVENUE SOUTH","SEATTLE, WA 98134","ORIENT INTER'L HOLDING",7,CHINA
"December 2014","FR. TERRY TUNIC CARMINE ROSE",OF14IG008,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ZULILY, INC","2200 FIRST AVENUE SOUTH","SEATTLE, WA 98134","ORIENT INTER'L HOLDING",4,CHINA
"December 2014","FR. TERRY TUNIC 2",OF14JG108,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ZULILY, INC","2200 FIRST AVENUE SOUTH","SEATTLE, WA 98134","CHEERY SHINE LIMITED",23,CHINA
"December 2014","AOP L/S TOP 2",OF14JG109,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ZULILY, INC","2200 FIRST AVENUE SOUTH","SEATTLE, WA 98134","CHEERY SHINE LIMITED",7,CHINA
"December 2014","AOP L/S TOP 2 WHITE",OF14JG109,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ZULILY, INC","2200 FIRST AVENUE SOUTH","SEATTLE, WA 98134","CHEERY SHINE LIMITED",42,CHINA
"December 2014","DENIM PANT",OF14JG112,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ZULILY, INC","2200 FIRST AVENUE SOUTH","SEATTLE, WA 98134",SUNSWING,4,CHINA
"December 2014","SWEATER KNIT DRESS CARMINE ROS",OF14IG004,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ZULILY, INC","2200 FIRST AVENUE SOUTH","SEATTLE, WA 98134","ORIENT INTER'L HOLDING",4,CHINA
"December 2014","FR. TERRY JACKET",OF14JG100,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ZULILY, INC","2200 FIRST AVENUE SOUTH","SEATTLE, WA 98134","CHEERY SHINE LIMITED",3,CHINA
"December 2014","FR. TERRY JACKET",OF14JG100,"Advertising Rule - Internet Violation","15 U.S.C. § 1278(c)(2)","Stop Sale and Correct Future Production","ZULILY, INC","2200 FIRST AVENUE SOUTH","SEATTLE, WA 98134","CHEERY SHINE LIMITED",3,CHINA
"December 2014","NEILMED SINUFRIN PLUS DECONGES",SDP041,"Other Drugs Packaging","16 CFR 1700.14","Stop Sale and Correct Future Production","NEILMED PHARMACEUTICAL INC.","601 AVIATION BLVD.","SANTA ROSA, CA 95403",LASERSHIP,8,USA
"December 2014","METAL TECH 2 IN 1 RACING CAR",US24-0013/MEN,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","RMS INTERNATIONAL (USA) INC.","8323 NW 12TH STREET","MIAMI, FL 33126",,2120,CHINA
"December 2014","INVINCIBLE TORNADO CAR",LX9028C,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","UNIK TOYZ TRADING INC","316 EAST 4TH STREET","LOS ANGELES, CA 90013","SHANTOU THE SECOND LIGHT INDUSTRIAL TOURIST ARTS & CRAFTS CORPORATION",378,CHINA
"December 2014",DRESS,RIA,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ZULILY, INC","3051 CREEKSIDE PKWY","LOCKBOURNE,, OH 43194","JOE-ELLA FASHIONS",18,PHILIPPINES
"December 2014","DRESS - SILVER",GORDONA,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ZULILY, INC","3051 CREEKSIDE PKWY","LOCKBOURNE,, OH 43194","JOE-ELLA FASHIONS",7,PHILIPPINES
"December 2014","INFANT PJ","COBALT ROBAT (S","Exceeds Tight Fitting Dimensions","16 CFR 1615/16","Correct Future Production","AUGGIE HOME COLLECTION LTD","151 GAFFIELD DRIVE","KIMBALL, MI 48074","ORIENT CRAFT LTD",594,INDIA
"December 2014","INFANT PJ","COBALT ROBAT (S","Exceeds Tight Fitting Dimensions","16 CFR 1615/16","Correct Future Production","AUGGIE HOME COLLECTION LTD","151 GAFFIELD DRIVE","KIMBALL, MI 48074","ORIENT CRAFT LTD",612,INDIA
"December 2014","INFANT PJ","COBALT ROBAT (S","Exceeds Tight Fitting Dimensions","16 CFR 1615/16","Correct Future Production","AUGGIE HOME COLLECTION LTD","151 GAFFIELD DRIVE","KIMBALL, MI 48074","ORIENT CRAFT LTD",520,INDIA
"December 2014","INFANT PJ","COBALT ROBAT (S","Exceeds Tight Fitting Dimensions","16 CFR 1615/16","Correct Future Production","AUGGIE HOME COLLECTION LTD","151 GAFFIELD DRIVE","KIMBALL, MI 48074","ORIENT CRAFT LTD",520,INDIA
"December 2014","INFANT PJ","COBALT ROBAT (S","Exceeds Tight Fitting Dimensions","16 CFR 1615/16","Correct Future Production","AUGGIE HOME COLLECTION LTD","151 GAFFIELD DRIVE","KIMBALL, MI 48074","ORIENT CRAFT LTD",520,INDIA
"December 2014","INFANT PJ","COBALT ROBAT (S","Exceeds Tight Fitting Dimensions","16 CFR 1615/16","Correct Future Production","AUGGIE HOME COLLECTION LTD","151 GAFFIELD DRIVE","KIMBALL, MI 48074","ORIENT CRAFT LTD",520,INDIA
"December 2014","INFANT PJ","COBALT ROBAT (S","Exceeds Tight Fitting Dimensions","16 CFR 1615/16","Correct Future Production","AUGGIE HOME COLLECTION LTD","151 GAFFIELD DRIVE","KIMBALL, MI 48074","ORIENT CRAFT LTD",525,INDIA
"December 2014","INFANT PJ","COBALT ROBAT (S","Exceeds Tight Fitting Dimensions","16 CFR 1615/16","Correct Future Production","AUGGIE HOME COLLECTION LTD","151 GAFFIELD DRIVE","KIMBALL, MI 48074","ORIENT CRAFT LTD",525,INDIA
"December 2014","INFANT PJ","COBALT ROBAT (S","Exceeds Tight Fitting Dimensions","16 CFR 1615/16","Correct Future Production","AUGGIE HOME COLLECTION LTD","151 GAFFIELD DRIVE","KIMBALL, MI 48074","ORIENT CRAFT LTD",525,INDIA
"December 2014","INFANT PJ","COBALT ROBAT (S","Exceeds Tight Fitting Dimensions","16 CFR 1615/16","Correct Future Production","AUGGIE HOME COLLECTION LTD","151 GAFFIELD DRIVE","KIMBALL, MI 48074","ORIENT CRAFT LTD",525,INDIA
"December 2014","FLASH CORPS TOY SOLDIER",PL355204/HD951,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","EVERBRIGHT TRADING INC","1177B FLUSHING AVE","BROOKLYN, NY 11237","HD TOYS FACTORY",1200,CHINA
"December 2014","BUTTERFLY PUSH TOY",325,"Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","NEW CENTURY GOODS INC","424 N LOS ANGELES STREET #12A","LOS ANGELES, CA 90013","KA FUNG TRADING CO",96,CHINA
"December 2014","HELICOPTER PUSH TOY",2686,"Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","NEW CENTURY GOODS INC","424 N LOS ANGELES STREET #12A","LOS ANGELES, CA 90013","KA FUNG TRADING CO",48,CHINA
"December 2014","BOW AND ARROW",3035,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","NEW CENTURY GOODS INC","424 N LOS ANGELES STREET #12A","LOS ANGELES, CA 90013","KA FUNG TRADING CO",216,CHINA
"December 2014","MATHEMATICS WOODEN BLOCK SET",YX-6077,"Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","J & M USA GROUP INC","50-00 GRAND AVENUE","MASPETH, NY 11378","CHINA REDFOREST HOLDINGS GROUP, LIMITED",1000,CHINA
"December 2014","BONNEL 8"" POCKET SPRING MATTRE","BN855TCM COIL","Mattress Flammability Failure","16 CFR 1632","Stop Sale and Correct Future Production","GLOBAL SLEEP SOURCE LLC","2201 SE INDIAN ST, BLDG A-1","STUART, FL 34997-4957","FIRST ASIA POLYURETHANE PRODUCTS CO., LTD",248,CHINA
"December 2014","TWIN SIZE MATTRESS","BODY COMFORT","Mattress Flammability Failure","16 CFR 1632","Correct Future Production","KASSIE BEDDING MANUFACTURING, INC.","401 EAST ERIE AVENUE","PHILADELPHIA, PA 19134",,3,USA
"December 2014","THE LATEX MAT CRIB MATTRESS",10410,"Mattress Recordkeeping","16 CFR 1632","Correct Future Production","NATURAL MAT C/O GUAGENTI & ASSOCIATES LL","391 LAFAYETTE STREET SUITE 1","NEWARK, NJ 07105","NATURAL MAT COMPANY LTD",51,"UNITED KINGDOM"
"December 2014","DRAIN COVER",POOL,"Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","SARALAKE POOL","3190 BAHIA VISTA STREET","SARASOTA, FL 34239",,1,
"December 2014","GRAY PLASTIC TRAIN ENGINE",2594013,"Lead in Children's Product / FHSA","16 CFR 1500","Correct Future Production","CHARLES PRODUCTS, INC.","12290 WILKINS AVENUE","ROCKVILLE, MD 20852","MEAN AN",84,CHINA
"December 2014","CELL PHONE CHARMS",US41-0034/FB,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FIVE BELOW MERCHANDISNG INC","1818 MARKET ST/SUITE 1900","PHILADELPHIA, PA 19103","RMS USA (HK) LIMITED",6864,CHINA
"December 2014","CELL PHONE CHARMS",US41-0034/FB,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FIVE BELOW MERCHANDISNG INC","1818 MARKET ST/SUITE 1900","PHILADELPHIA, PA 19103","RMS USA (HK) LIMITED",10332,CHINA
"December 2014","ROPON PARA BAUTIZO (NINO)",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","KINGMAR CRAFTS LLC","7630 AMELIA RD APT 307","HOUSTON, TX 77055","MARTHA FILOMENA RODRIGUEZ ORTIZ",23,MEXICO
"December 2014","ROPON PARA BAUTIZO (NINO)",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","KINGMAR CRAFTS LLC","7630 AMELIA RD APT 307","HOUSTON, TX 77055","MARTHA FILOMENA RODRIGUEZ ORTIZ",15,MEXICO
"December 2014","R/C SERIES",CAR14N-01261,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FARMACIA LA CANDELARIA","CARR. 116 KM. 0.5","LAJAS, PR 00667","ALLIANCE(HK) ENTERPRISE LIMITED",240,CHINA
"December 2014","R/C SERIES",CAR14N-01239,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FARMACIA LA CANDELARIA","CARR. 116 KM. 0.5","LAJAS, PR 00667","ALLIANCE(HK) ENTERPRISE LIMITED",384,CHINA
"December 2014","R/C SERIES",CAR14N-01240,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FARMACIA LA CANDELARIA","CARR. 116 KM. 0.5","LAJAS, PR 00667","ALLIANCE(HK) ENTERPRISE LIMITED",384,CHINA
"December 2014","R/C SERIES",CAR14N-01241,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FARMACIA LA CANDELARIA","CARR. 116 KM. 0.5","LAJAS, PR 00667","ALLIANCE(HK) ENTERPRISE LIMITED",384,CHINA
"December 2014","BOXING SET",CAR14N-01301,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FARMACIA LA CANDELARIA","CARR. 116 KM. 0.5","LAJAS, PR 00667","ALLIANCE(HK) ENTERPRISE LIMITED",40,CHINA
"December 2014","FRICTION CARS\3 COLORS(SEMI TR",752250,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","CYCLE GEAR","4705 INDUSTRIAL WAY","BENICIA, CA 94510","AMER EURO TRADING LIMITED",624,CHINA
"December 2014","BOYS' SWEATER (WHITE)",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ANDANI IMPORTS II, INC","5808 PARKERSBURG DR","HOUSTON, TX 77036","INFANTILES BEJAR S.A. DE C.V.",165,MEXICO
"December 2014","BOYS' SWEATER (WHITE)",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ANDANI IMPORTS II, INC","5808 PARKERSBURG DR","HOUSTON, TX 77036","INFANTILES BEJAR S.A. DE C.V.",63,MEXICO
"December 2014","BOYS' SWEATER (WHITE)",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ANDANI IMPORTS II, INC","5808 PARKERSBURG DR","HOUSTON, TX 77036","JANET ALEJANDRA GUERRERO GOMEZ",8,MEXICO
"December 2014","BOYS' SWEATER (WHITE)",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","ANDANI IMPORTS II, INC","5808 PARKERSBURG DR","HOUSTON, TX 77036","JANET ALEJANDRA GUERRERO GOMEZ",8,MEXICO
"December 2014","BOYS' SWEATER (WHITE)",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ANDANI IMPORTS II, INC","5808 PARKERSBURG DR","HOUSTON, TX 77036","JANET ALEJANDRA GUERRERO GOMEZ",48,MEXICO
"December 2014","BOYS' SWEATER (WHITE)",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ANDANI IMPORTS II, INC","5808 PARKERSBURG DR","HOUSTON, TX 77036","JANET ALEJANDRA GUERRERO GOMEZ",13,MEXICO
"December 2014","BOYS' SWEATER (WHITE)",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ANDANI IMPORTS II, INC","5808 PARKERSBURG DR","HOUSTON, TX 77036","JANET ALEJANDRA GUERRERO GOMEZ",23,MEXICO
"December 2014","BOYS' SWEATER (WHITE)",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","ANDANI IMPORTS II, INC","5808 PARKERSBURG DR","HOUSTON, TX 77036","JANET ALEJANDRA GUERRERO GOMEZ",22,MEXICO
"December 2014","BOYS' SWEATER (WHITE)",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ANDANI IMPORTS II, INC","5808 PARKERSBURG DR","HOUSTON, TX 77036","JANET ALEJANDRA GUERRERO GOMEZ",17,MEXICO
"December 2014","R/C CAR",258,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","JIN YUAN TRADING GROUP INC","838 62ND STREET","BROOKLYN, NY 11220","SHENZHEN DELAIFA TRADE COMPANY LTD.",420,CHINA
"December 2014","R/C CAR",258,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","JIN YUAN TRADING GROUP INC","838 62ND STREET","BROOKLYN, NY 11220","SHENZHEN DELAIFA TRADE COMPANY LTD.",420,CHINA
"December 2014","DRAIN/EQUALIZER LINE COVERS",,"Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","THE WESTIN WASHINGTON DULLES AIRPORT","2520 WASSER TERRACE","HERNDON, VA 20171",,1,
"November 2014","NEILMED SINUFRIN PLUS DECONGES",SDP041,"Other Drugs Packaging","16 CFR 1700.14","Correct Future Production","NEILMED PHARMACEUTICAL INC.","601 AVIATION BLVD.","SANTA ROSA, CA 95403",,8,USA
"November 2014","FIRE ENGINE CAR SET",JP603,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","BRIGHT STAR GROUP INC","321 WALL ST","LOS ANGELES, CA 90013","YICHENG COMPANY LIMITED",600,CHINA
"November 2014","MEAN GREEN SUPER STRENGTH CLEA","SUPER STRENGTH","Household Cleaning Products Labeling","16 CFR 1500","Consumer Level Recall","CR BRANDS","8790 BECKETT ROAD","WEST CHESTER, OH 45069",,83801,USA
"November 2014",NH23058,NFXPBALL,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Correct Future Production","NOSTALGIC IMAGES INC","26012 NOSTALGIC RD","DEFIANCE, OH 43512","CHEERFUL (H.K.) INTERNATIONAL CO. LTD",21600,CHINA
"November 2014","LARGE FIRE ENGINE",T5033,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","BROOKLYN LOLLIPOP IMPORT & EXPORT, INC.","7 MARCUS GARVEY BLVD.","BROOKLYN, NY 11206","NEW FOREST TOYS FACTORY",2280,CHINA
"November 2014","LARGE FIRE ENGINE",T5033,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","BROOKLYN LOLLIPOP IMPORT & EXPORT, INC.","7 MARCUS GARVEY BLVD.","BROOKLYN, NY 11206","NEW FOREST TOYS FACTORY",2880,CHINA
"November 2014","LARGE FIRE ENGINE",T5033,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","BROOKLYN LOLLIPOP IMPORT & EXPORT, INC.","7 MARCUS GARVEY BLVD.","BROOKLYN, NY 11206","NEW FOREST TOYS FACTORY",780,CHINA
"November 2014","LARGE FIRE ENGINE",T5033,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","BROOKLYN LOLLIPOP IMPORT & EXPORT, INC.","7 MARCUS GARVEY BLVD.","BROOKLYN, NY 11206","NEW FOREST TOYS FACTORY",2520,CHINA
"November 2014","LARGE FIRE ENGINE",T5033,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","BROOKLYN LOLLIPOP IMPORT & EXPORT, INC.","7 MARCUS GARVEY BLVD.","BROOKLYN, NY 11206","NEW FOREST TOYS FACTORY",1800,CHINA
"November 2014","ITASCA MAMMOTH SNOW BOOT","8005300, SIZES","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","CO LYNCH ENTERPRISES, INC.","2655 FAIRVIEW AVE N","ROSEVILLE, MN 55113-2616","YANGZHOU XINHAO SHOE CO LTD",144,CHINA
"November 2014","PUPPETS FOR EDUCATIONAL PURPOS",,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Stop Sale and Correct Future Production","PEACE EDUCATION FOUNDATION","1900 BISCAYNE BLVD","MIAMI, FL 33132","ALOREN COMERCIALIZADORA Y PRESTADORA DE SERVICIOS S DE RL DE CV",738,MEXICO
"November 2014","FAVORS WHISTLES DRAGONFLIES",164007,"Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","GREENBRIER INTERNATIONAL, INC.","500 VOLVO PARKWAY","CHESAPEAKE, VA 23320","LIANHUAXIN INDUSTRIAL ESTATE",16272,CHINA
"November 2014","BASKETBALL GAME",OB-7000,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","KOLE IMPORTS","24600 S. MAIN ST.","CARSON, CA 90745","G C CO",1200,CHINA
"November 2014","BICYCLE HELMET",,"Bicycle Helmet Labeling","16 CFR 1203.6 and .34","Correct Future Production","CINCO FIVE LLC","2930 146TH ST. WEST","ROSEMOUNT, MN 55068","AIC SOURCING",300,CHINA
"November 2014","PVC BALL",8283,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Stop Sale and Correct Future Production","SWATOW PUERTO RICO CORP.","P.O. BOX 191895","SAN JUAN, PR 00919-1895",SWATOWIN,4320,CHINA
"November 2014","TRAIN TOY",Q15-0002,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","SPECIALTY IMPORT, LLC","95-1109 KELAKELA STREET","MILILANI, HI 96789","NINGBO VIGOR ELECTRIC APPLIANCE CO., LTD.",1700,CHINA
"November 2014","ALTITUDE SHAG RUG",ALTITUDE,"Carpet Flammability Failure","16 CFR 1630","Consumer Level Recall","MOHAWK INDUSTRIES, INC","160 SOUTH INDUSTRIAL BLVD.","CALHOUN, GA 30701",,0,INDIA
"November 2014","LIGHT AND MUSIC TOY",24409A,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Correct Future Production","EVERBRIGHT TRADING INC","1177B FLUSHING AVE","BROOKLYN, NY 11237","CHINA REDFOREST HOLDING GROUP CO.,LTD.",3240,CHINA
"November 2014","BIKE HELMET",,"Bicycle Helmet Labeling","16 CFR 1203.6 and .34","Correct Future Production","N&K TRADING INC","1980 US HIGHWAY 1, BLDG 3","NORTH BRUNSWICK, NJ 08902","LOMON TECHNOLOGY LIMITED",620,CHINA
"November 2014","BICYCLE HELMETS",,"Bicycle Helmet Labeling","16 CFR 1203.6 and .34","Correct Future Production","N&K TRADING INC","1980 US HIGHWAY 1, BLDG 3","NORTH BRUNSWICK, NJ 08902","LOMON TECHNOLOGY LIMITED",1607,CHINA
"November 2014","BICYCLE HELMETS",,"Bicycle Helmet Labeling","16 CFR 1203.6 and .34","Correct Future Production","N&K TRADING INC","1980 US HIGHWAY 1, BLDG 3","NORTH BRUNSWICK, NJ 08902","LOMON TECHNOLOGY LIMITED",90,CHINA
"November 2014","TRACKING GAME",1003,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ZOVI INC","3614 RED WOOD LANE","WEST CONVINA, CA 91792","HUNDRED POWER INDUSTRIES LIMITED",480,CHINA
"November 2014","CONSTRUCTION PLAY SET",OB-631,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","KOLE IMPORTS","24600 S. MAIN ST.","CARSON, CA 90745","GC CO",576,CHINA
"November 2014","GREEN W/WHITE DIE-CAST TRACTOR",16781,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","HAYES SPECIALTIES CORP.","1761 E. GENESEE AVE.","SAGINAW, MI 48601","HONG KONG PERFECT PLASTIC CO LTD",576,CHINA
"November 2014","PLASTIC HALLOWEEN DECORATION(C",81HXF14,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","DOLGEN CORP, INC. DBA DOLLAR GENERAL","100 MISSION RIDGE","GOODLETSVILLE, TN 37072","SAME AS BOX #13",4,CHINA
"November 2014","DRAIN COVER","POOL AND SPA","Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","HARBOR CLUB AT PELICAN COVE","1628 BOATHOUSE CIRCLE","SARASOTA, FL 34231",,1,
"November 2014","DRAIN COVER","SPA AND WADING","Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","VENICE GOLF & CC POOL","250 VENICE GOLF CLUB BOULEVARD","VENICE, FL 34292",,1,
